cell_id,count,date,path,source,type
142,,20250113,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00142/post/cell_00142_post_20250113.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102230/2025-01-13/103001010B9A1B00-visual.tif,post
142,,20250120,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00142/post/cell_00142_post_20250120.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102230/2025-01-20/10400100A1B60B00-visual.tif,post
142,,20250116,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00142/post/cell_00142_post_20250116.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102230/2025-01-16/105001004042BF00-visual.tif,post
142,,20250116,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00142/post/cell_00142_post_20250116.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102230/2025-01-16/103001010C12B000-visual.tif,post
142,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00142/post/cell_00142_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102230/2025-01-14/10400100A1AFE700-visual.tif,post
142,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00142/post/cell_00142_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102230/2025-01-14/10400100A06B8000-visual.tif,post
142,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00142/post/cell_00142_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102230/2025-01-14/103001010C7D2D00-visual.tif,post
142,,20250110,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00142/post/cell_00142_post_20250110.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102230/2025-01-10/1050010040277500-visual.tif,post
142,,20250115,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00142/post/cell_00142_post_20250115.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102230/2025-01-15/10400100A0B73800-visual.tif,post
142,,20250113,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00142/post/cell_00142_post_20250113.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102231/2025-01-13/103001010B9A1B00-visual.tif,post
142,,20250119,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00142/post/cell_00142_post_20250119.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102231/2025-01-19/103001010C7DD700-visual.tif,post
142,,20250120,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00142/post/cell_00142_post_20250120.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102231/2025-01-20/10400100A1B60B00-visual.tif,post
142,,20250116,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00142/post/cell_00142_post_20250116.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102231/2025-01-16/105001004042BF00-visual.tif,post
142,,20250116,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00142/post/cell_00142_post_20250116.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102231/2025-01-16/103001010C12B000-visual.tif,post
142,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00142/post/cell_00142_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102231/2025-01-14/10400100A1AFE700-visual.tif,post
142,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00142/post/cell_00142_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102231/2025-01-14/10400100A06B8000-visual.tif,post
142,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00142/post/cell_00142_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102231/2025-01-14/103001010C7D2D00-visual.tif,post
142,,20250110,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00142/post/cell_00142_post_20250110.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102231/2025-01-10/1050010040277500-visual.tif,post
142,,20250115,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00142/post/cell_00142_post_20250115.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102231/2025-01-15/10400100A0B73800-visual.tif,post
143,,20250113,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00143/post/cell_00143_post_20250113.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102230/2025-01-13/103001010B9A1B00-visual.tif,post
143,,20250120,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00143/post/cell_00143_post_20250120.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102230/2025-01-20/10400100A1B60B00-visual.tif,post
143,,20250116,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00143/post/cell_00143_post_20250116.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102230/2025-01-16/105001004042BF00-visual.tif,post
143,,20250116,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00143/post/cell_00143_post_20250116.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102230/2025-01-16/103001010C12B000-visual.tif,post
143,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00143/post/cell_00143_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102230/2025-01-14/10400100A1AFE700-visual.tif,post
143,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00143/post/cell_00143_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102230/2025-01-14/10400100A06B8000-visual.tif,post
143,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00143/post/cell_00143_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102230/2025-01-14/103001010C7D2D00-visual.tif,post
143,,20250110,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00143/post/cell_00143_post_20250110.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102230/2025-01-10/1050010040277500-visual.tif,post
143,,20250115,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00143/post/cell_00143_post_20250115.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102230/2025-01-15/10400100A0B73800-visual.tif,post
143,,20250113,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00143/post/cell_00143_post_20250113.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102231/2025-01-13/103001010B9A1B00-visual.tif,post
143,,20250119,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00143/post/cell_00143_post_20250119.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102231/2025-01-19/103001010C7DD700-visual.tif,post
143,,20250120,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00143/post/cell_00143_post_20250120.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102231/2025-01-20/10400100A1B60B00-visual.tif,post
143,,20250116,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00143/post/cell_00143_post_20250116.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102231/2025-01-16/105001004042BF00-visual.tif,post
143,,20250116,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00143/post/cell_00143_post_20250116.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102231/2025-01-16/103001010C12B000-visual.tif,post
143,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00143/post/cell_00143_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102231/2025-01-14/10400100A1AFE700-visual.tif,post
143,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00143/post/cell_00143_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102231/2025-01-14/10400100A06B8000-visual.tif,post
143,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00143/post/cell_00143_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102231/2025-01-14/103001010C7D2D00-visual.tif,post
143,,20250110,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00143/post/cell_00143_post_20250110.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102231/2025-01-10/1050010040277500-visual.tif,post
143,,20250115,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00143/post/cell_00143_post_20250115.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102231/2025-01-15/10400100A0B73800-visual.tif,post
144,,20250113,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00144/post/cell_00144_post_20250113.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102230/2025-01-13/103001010B9A1B00-visual.tif,post
144,,20250120,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00144/post/cell_00144_post_20250120.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102230/2025-01-20/10400100A1B60B00-visual.tif,post
144,,20250116,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00144/post/cell_00144_post_20250116.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102230/2025-01-16/105001004042BF00-visual.tif,post
144,,20250116,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00144/post/cell_00144_post_20250116.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102230/2025-01-16/103001010C12B000-visual.tif,post
144,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00144/post/cell_00144_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102230/2025-01-14/10400100A1AFE700-visual.tif,post
144,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00144/post/cell_00144_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102230/2025-01-14/10400100A06B8000-visual.tif,post
144,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00144/post/cell_00144_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102230/2025-01-14/103001010C7D2D00-visual.tif,post
144,,20250110,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00144/post/cell_00144_post_20250110.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102230/2025-01-10/1050010040277500-visual.tif,post
144,,20250115,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00144/post/cell_00144_post_20250115.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102230/2025-01-15/10400100A0B73800-visual.tif,post
144,,20250113,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00144/post/cell_00144_post_20250113.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102231/2025-01-13/103001010B9A1B00-visual.tif,post
144,,20250119,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00144/post/cell_00144_post_20250119.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102231/2025-01-19/103001010C7DD700-visual.tif,post
144,,20250120,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00144/post/cell_00144_post_20250120.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102231/2025-01-20/10400100A1B60B00-visual.tif,post
144,,20250116,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00144/post/cell_00144_post_20250116.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102231/2025-01-16/105001004042BF00-visual.tif,post
144,,20250116,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00144/post/cell_00144_post_20250116.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102231/2025-01-16/103001010C12B000-visual.tif,post
144,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00144/post/cell_00144_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102231/2025-01-14/10400100A1AFE700-visual.tif,post
144,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00144/post/cell_00144_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102231/2025-01-14/10400100A06B8000-visual.tif,post
144,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00144/post/cell_00144_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102231/2025-01-14/103001010C7D2D00-visual.tif,post
144,,20250110,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00144/post/cell_00144_post_20250110.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102231/2025-01-10/1050010040277500-visual.tif,post
144,,20250115,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00144/post/cell_00144_post_20250115.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102231/2025-01-15/10400100A0B73800-visual.tif,post
145,2,,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00145/pre/cell_00145_pre.tif,,pre
145,,20250113,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00145/post/cell_00145_post_20250113.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102212/2025-01-13/103001010B9A1B00-visual.tif,post
145,,20250119,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00145/post/cell_00145_post_20250119.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102212/2025-01-19/103001010C7DD700-visual.tif,post
145,,20250120,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00145/post/cell_00145_post_20250120.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102212/2025-01-20/10400100A1B60B00-visual.tif,post
145,,20250116,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00145/post/cell_00145_post_20250116.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102212/2025-01-16/105001004042BF00-visual.tif,post
145,,20250116,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00145/post/cell_00145_post_20250116.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102212/2025-01-16/103001010C12B000-visual.tif,post
145,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00145/post/cell_00145_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102212/2025-01-14/10400100A1AFE700-visual.tif,post
145,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00145/post/cell_00145_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102212/2025-01-14/10400100A06B8000-visual.tif,post
145,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00145/post/cell_00145_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102212/2025-01-14/103001010C7D2D00-visual.tif,post
145,,20250110,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00145/post/cell_00145_post_20250110.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102212/2025-01-10/1050010040277500-visual.tif,post
145,,20250115,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00145/post/cell_00145_post_20250115.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102212/2025-01-15/10400100A0B73800-visual.tif,post
145,,20250113,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00145/post/cell_00145_post_20250113.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102230/2025-01-13/103001010B9A1B00-visual.tif,post
145,,20250120,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00145/post/cell_00145_post_20250120.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102230/2025-01-20/10400100A1B60B00-visual.tif,post
145,,20250116,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00145/post/cell_00145_post_20250116.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102230/2025-01-16/105001004042BF00-visual.tif,post
145,,20250116,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00145/post/cell_00145_post_20250116.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102230/2025-01-16/103001010C12B000-visual.tif,post
145,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00145/post/cell_00145_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102230/2025-01-14/10400100A1AFE700-visual.tif,post
145,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00145/post/cell_00145_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102230/2025-01-14/10400100A06B8000-visual.tif,post
145,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00145/post/cell_00145_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102230/2025-01-14/103001010C7D2D00-visual.tif,post
145,,20250110,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00145/post/cell_00145_post_20250110.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102230/2025-01-10/1050010040277500-visual.tif,post
145,,20250115,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00145/post/cell_00145_post_20250115.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102230/2025-01-15/10400100A0B73800-visual.tif,post
145,,20250113,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00145/post/cell_00145_post_20250113.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102213/2025-01-13/103001010B9A1B00-visual.tif,post
145,,20250120,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00145/post/cell_00145_post_20250120.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102213/2025-01-20/10400100A1B60B00-visual.tif,post
145,,20250116,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00145/post/cell_00145_post_20250116.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102213/2025-01-16/105001004042BF00-visual.tif,post
145,,20250116,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00145/post/cell_00145_post_20250116.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102213/2025-01-16/103001010C12B000-visual.tif,post
145,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00145/post/cell_00145_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102213/2025-01-14/10400100A1AFE700-visual.tif,post
145,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00145/post/cell_00145_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102213/2025-01-14/10400100A06B8000-visual.tif,post
145,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00145/post/cell_00145_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102213/2025-01-14/103001010C7D2D00-visual.tif,post
145,,20250110,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00145/post/cell_00145_post_20250110.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102213/2025-01-10/1050010040277500-visual.tif,post
145,,20250115,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00145/post/cell_00145_post_20250115.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102213/2025-01-15/10400100A0B73800-visual.tif,post
145,,20250113,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00145/post/cell_00145_post_20250113.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102231/2025-01-13/103001010B9A1B00-visual.tif,post
145,,20250119,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00145/post/cell_00145_post_20250119.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102231/2025-01-19/103001010C7DD700-visual.tif,post
145,,20250120,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00145/post/cell_00145_post_20250120.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102231/2025-01-20/10400100A1B60B00-visual.tif,post
145,,20250116,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00145/post/cell_00145_post_20250116.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102231/2025-01-16/105001004042BF00-visual.tif,post
