cell_id,count,date,path,source,type
224,1,,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00224/pre/cell_00224_pre.tif,,pre
224,,20250113,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00224/post/cell_00224_post_20250113.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102213/2025-01-13/103001010B9A1B00-visual.tif,post
224,,20250120,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00224/post/cell_00224_post_20250120.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102213/2025-01-20/10400100A1B60B00-visual.tif,post
224,,20250116,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00224/post/cell_00224_post_20250116.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102213/2025-01-16/105001004042BF00-visual.tif,post
224,,20250116,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00224/post/cell_00224_post_20250116.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102213/2025-01-16/103001010C12B000-visual.tif,post
224,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00224/post/cell_00224_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102213/2025-01-14/10400100A1AFE700-visual.tif,post
224,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00224/post/cell_00224_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102213/2025-01-14/10400100A06B8000-visual.tif,post
224,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00224/post/cell_00224_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102213/2025-01-14/103001010C7D2D00-visual.tif,post
224,,20250110,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00224/post/cell_00224_post_20250110.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102213/2025-01-10/1050010040277500-visual.tif,post
224,,20250115,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00224/post/cell_00224_post_20250115.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102213/2025-01-15/10400100A0B73800-visual.tif,post
225,1,,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00225/pre/cell_00225_pre.tif,,pre
225,,20250113,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00225/post/cell_00225_post_20250113.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102213/2025-01-13/103001010B9A1B00-visual.tif,post
225,,20250120,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00225/post/cell_00225_post_20250120.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102213/2025-01-20/10400100A1B60B00-visual.tif,post
225,,20250116,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00225/post/cell_00225_post_20250116.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102213/2025-01-16/105001004042BF00-visual.tif,post
225,,20250116,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00225/post/cell_00225_post_20250116.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102213/2025-01-16/103001010C12B000-visual.tif,post
225,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00225/post/cell_00225_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102213/2025-01-14/10400100A1AFE700-visual.tif,post
225,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00225/post/cell_00225_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102213/2025-01-14/10400100A06B8000-visual.tif,post
225,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00225/post/cell_00225_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102213/2025-01-14/103001010C7D2D00-visual.tif,post
225,,20250110,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00225/post/cell_00225_post_20250110.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102213/2025-01-10/1050010040277500-visual.tif,post
225,,20250115,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00225/post/cell_00225_post_20250115.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102213/2025-01-15/10400100A0B73800-visual.tif,post
226,2,,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00226/pre/cell_00226_pre.tif,,pre
226,,20250113,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00226/post/cell_00226_post_20250113.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102213/2025-01-13/103001010B9A1B00-visual.tif,post
226,,20250120,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00226/post/cell_00226_post_20250120.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102213/2025-01-20/10400100A1B60B00-visual.tif,post
226,,20250116,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00226/post/cell_00226_post_20250116.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102213/2025-01-16/105001004042BF00-visual.tif,post
226,,20250116,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00226/post/cell_00226_post_20250116.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102213/2025-01-16/103001010C12B000-visual.tif,post
226,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00226/post/cell_00226_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102213/2025-01-14/10400100A1AFE700-visual.tif,post
226,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00226/post/cell_00226_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102213/2025-01-14/10400100A06B8000-visual.tif,post
226,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00226/post/cell_00226_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102213/2025-01-14/103001010C7D2D00-visual.tif,post
226,,20250110,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00226/post/cell_00226_post_20250110.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102213/2025-01-10/1050010040277500-visual.tif,post
226,,20250115,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00226/post/cell_00226_post_20250115.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102213/2025-01-15/10400100A0B73800-visual.tif,post
226,,20250113,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00226/post/cell_00226_post_20250113.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-13/103001010B9A1B00-visual.tif,post
226,,20250119,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00226/post/cell_00226_post_20250119.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-19/103001010C7DD700-visual.tif,post
226,,20250109,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00226/post/cell_00226_post_20250109.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-09/10400100A069A700-visual.tif,post
226,,20250120,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00226/post/cell_00226_post_20250120.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-20/10400100A1B60B00-visual.tif,post
226,,20250118,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00226/post/cell_00226_post_20250118.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-18/10500100404AD000-visual.tif,post
226,,20250116,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00226/post/cell_00226_post_20250116.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-16/105001004042BF00-visual.tif,post
226,,20250116,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00226/post/cell_00226_post_20250116.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-16/103001010C12B000-visual.tif,post
226,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00226/post/cell_00226_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-14/10400100A1AFE700-visual.tif,post
226,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00226/post/cell_00226_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-14/10400100A06B8000-visual.tif,post
226,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00226/post/cell_00226_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-14/103001010C7D2D00-visual.tif,post
226,,20250110,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00226/post/cell_00226_post_20250110.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-10/1050010040277500-visual.tif,post
226,,20250115,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00226/post/cell_00226_post_20250115.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-15/10400100A0B73800-visual.tif,post
227,1,,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00227/pre/cell_00227_pre.tif,,pre
227,,20250113,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00227/post/cell_00227_post_20250113.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-13/103001010B9A1B00-visual.tif,post
227,,20250119,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00227/post/cell_00227_post_20250119.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-19/103001010C7DD700-visual.tif,post
227,,20250109,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00227/post/cell_00227_post_20250109.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-09/10400100A069A700-visual.tif,post
227,,20250120,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00227/post/cell_00227_post_20250120.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-20/10400100A1B60B00-visual.tif,post
227,,20250118,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00227/post/cell_00227_post_20250118.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-18/10500100404AD000-visual.tif,post
227,,20250116,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00227/post/cell_00227_post_20250116.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-16/105001004042BF00-visual.tif,post
227,,20250116,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00227/post/cell_00227_post_20250116.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-16/103001010C12B000-visual.tif,post
227,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00227/post/cell_00227_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-14/10400100A1AFE700-visual.tif,post
227,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00227/post/cell_00227_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-14/10400100A06B8000-visual.tif,post
227,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00227/post/cell_00227_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-14/103001010C7D2D00-visual.tif,post
227,,20250110,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00227/post/cell_00227_post_20250110.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-10/1050010040277500-visual.tif,post
227,,20250115,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00227/post/cell_00227_post_20250115.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-15/10400100A0B73800-visual.tif,post
228,1,,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00228/pre/cell_00228_pre.tif,,pre
228,,20250113,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00228/post/cell_00228_post_20250113.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-13/103001010B9A1B00-visual.tif,post
228,,20250119,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00228/post/cell_00228_post_20250119.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-19/103001010C7DD700-visual.tif,post
228,,20250109,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00228/post/cell_00228_post_20250109.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-09/10400100A069A700-visual.tif,post
228,,20250120,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00228/post/cell_00228_post_20250120.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-20/10400100A1B60B00-visual.tif,post
228,,20250118,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00228/post/cell_00228_post_20250118.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-18/10500100404AD000-visual.tif,post
228,,20250116,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00228/post/cell_00228_post_20250116.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-16/105001004042BF00-visual.tif,post
228,,20250116,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00228/post/cell_00228_post_20250116.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-16/103001010C12B000-visual.tif,post
228,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00228/post/cell_00228_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-14/10400100A1AFE700-visual.tif,post
228,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00228/post/cell_00228_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-14/10400100A06B8000-visual.tif,post
228,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00228/post/cell_00228_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-14/103001010C7D2D00-visual.tif,post
228,,20250110,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00228/post/cell_00228_post_20250110.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-10/1050010040277500-visual.tif,post
228,,20250115,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00228/post/cell_00228_post_20250115.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-15/10400100A0B73800-visual.tif,post
229,1,,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00229/pre/cell_00229_pre.tif,,pre
229,,20250113,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00229/post/cell_00229_post_20250113.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-13/103001010B9A1B00-visual.tif,post
229,,20250119,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00229/post/cell_00229_post_20250119.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-19/103001010C7DD700-visual.tif,post
229,,20250109,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00229/post/cell_00229_post_20250109.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-09/10400100A069A700-visual.tif,post
229,,20250120,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00229/post/cell_00229_post_20250120.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-20/10400100A1B60B00-visual.tif,post
229,,20250118,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00229/post/cell_00229_post_20250118.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-18/10500100404AD000-visual.tif,post
229,,20250116,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00229/post/cell_00229_post_20250116.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-16/105001004042BF00-visual.tif,post
229,,20250116,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00229/post/cell_00229_post_20250116.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-16/103001010C12B000-visual.tif,post
229,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00229/post/cell_00229_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-14/10400100A1AFE700-visual.tif,post
229,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00229/post/cell_00229_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-14/10400100A06B8000-visual.tif,post
229,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00229/post/cell_00229_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-14/103001010C7D2D00-visual.tif,post
229,,20250110,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00229/post/cell_00229_post_20250110.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-10/1050010040277500-visual.tif,post
229,,20250115,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00229/post/cell_00229_post_20250115.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-15/10400100A0B73800-visual.tif,post
230,1,,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00230/pre/cell_00230_pre.tif,,pre
230,,20250113,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00230/post/cell_00230_post_20250113.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-13/103001010B9A1B00-visual.tif,post
230,,20250119,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00230/post/cell_00230_post_20250119.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-19/103001010C7DD700-visual.tif,post
230,,20250109,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00230/post/cell_00230_post_20250109.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-09/10400100A069A700-visual.tif,post
230,,20250120,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00230/post/cell_00230_post_20250120.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-20/10400100A1B60B00-visual.tif,post
230,,20250118,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00230/post/cell_00230_post_20250118.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-18/10500100404AD000-visual.tif,post
230,,20250116,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00230/post/cell_00230_post_20250116.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-16/105001004042BF00-visual.tif,post
230,,20250116,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00230/post/cell_00230_post_20250116.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-16/103001010C12B000-visual.tif,post
230,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00230/post/cell_00230_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-14/10400100A1AFE700-visual.tif,post
230,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00230/post/cell_00230_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-14/10400100A06B8000-visual.tif,post
230,,20250114,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00230/post/cell_00230_post_20250114.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-14/103001010C7D2D00-visual.tif,post
230,,20250110,/media/gisense/xihan/250812_CyberTraining_Team4/data/chips_600m/cell_00230/post/cell_00230_post_20250110.tif,/media/gisense/xihan/250812_CyberTraining_Team4/data/raw/maxar_opendata/events/WildFires-LosAngeles-Jan-2025/ard/11/031311102211/2025-01-10/1050010040277500-visual.tif,post
