variable,coefficient,std_err,t_value,p_value,significance
constant,9.483733243165204e-15,0.08348551612817587,1.1359734817479916e-13,0.9999999999999095,
Traffic Sign Frame_ratios_mean,-0.3284228682536364,0.08348551612817602,-3.933890373863246,0.00013629052940504266,***
