variable,coefficient,std_err,t_value,p_value,significance
constant,-1.5788583188998397e-15,0.003087955549669068,-5.112956755705385e-13,0.9999999999995921,
age,-0.0030681963117653375,0.0030888895086534714,-0.9933007649415228,0.32056571433209785,
female,-0.03525955650165402,0.003097566074949284,-11.382987690498682,5.295092459342181e-30,***
ethnic,0.010839531164059845,0.003214763417026977,3.371797472451107,0.000747065098436545,***
edu_own,0.049596013499949985,0.003194661842135267,15.524652044800055,2.719198619385449e-54,***
time_now,-0.003215007244711406,0.0032184890588110135,-0.9989181836458086,0.3178366493760674,
Bird_ratios,0.017911056627584823,0.010012780768472231,1.7888194140814815,0.07364681074199603,.
Curb_ratios,-0.027866360329565985,0.02434501780377359,-1.1446432512054507,0.25235960054240064,
Road_ratios,0.04766953661311395,0.024107198049859644,1.9773984730420169,0.04799924079228953,*
Sidewalk_ratios,-0.018175612163841972,0.02714106730309642,-0.669671975713659,0.5030684059440298,
Building_ratios,0.025235562863249055,0.021058830377125543,1.19833639434507,0.23078881241134847,
Sky_ratios,0.023924590451721132,0.025776633377561115,0.9281503174323684,0.35333175439270637,
Terrain_ratios,0.030172091788764368,0.01671850513734525,1.8047122958001152,0.07112260420195131,.
Vegetation_ratios,0.014535931961407789,0.022792216168344443,0.6377586038165254,0.5236322336031995,
Utility Pole_ratios,0.008423550136155245,0.027604671906237787,0.3051494386445429,0.7602529492914705,
Car_ratios,-0.04902350148721755,0.03695479406367115,-1.3265802916599305,0.18465046973660842,
Person_ratios,-0.004518722912861797,0.021203631617415997,-0.21311080075312475,0.8312409578005062,
Pole_ratios,-0.18453750429077237,0.04444706320923907,-4.151849210420119,3.300618107695377e-05,***
Barrier_ratios,-0.0022204600291102035,0.02866164663996102,-0.07747147458075086,0.938248631976443,
Lane Marking - General_ratios,-0.037883393223870535,0.01570934260905856,-2.4115199576859205,0.015887902433587568,*
Traffic Sign (Back)_ratios,0.005534594794954416,0.015078287919228849,0.3670572431433895,0.7135770659200988,
Wall_ratios,0.004050489577163308,0.015406716516975264,0.26290414136590623,0.7926249846604447,
Fence_ratios,0.003025200699607274,0.016397074783452887,0.184496365330977,0.853624437753122,
Billboard_ratios,0.01988365476883118,0.026873444349346506,0.7398997504878715,0.459362494878502,
Catch Basin_ratios,-0.010799518515364663,0.01425386167914881,-0.757655627538654,0.4486588847014623,
Traffic Sign (Front)_ratios,-0.026262480406447294,0.01901691356097014,-1.381006456292034,0.16727994093316909,
Street Light_ratios,0.11145573109146781,0.08077361707609222,1.3798531640160638,0.16763482409460903,
Motorcycle_ratios,0.03224473275781904,0.04070597676490959,0.7921375512997264,0.4282822821567772,
Truck_ratios,-0.010670714457583119,0.01886549710921549,-0.5656206351631544,0.5716529165700364,
Rail Track_ratios,0.19874620672824303,0.08873624019911404,2.239741128114952,0.025109836611055536,*
Manhole_ratios,0.02799760402897114,0.022855131204805732,1.2250029885229494,0.2205768670714377,
Mountain_ratios,0.00035942031036897824,0.006941206894646063,0.051780665210571473,0.9587035611882523,
Trash Can_ratios,0.002847836230403715,0.020538562015052886,0.13865801453463547,0.889720665352746,
Guard Rail_ratios,0.07956428017503264,0.021333135842291063,3.7296101596701723,0.00019187793501007915,***
Bridge_ratios,0.03378998861223589,0.021199504238794846,1.5939046607703495,0.11096042717102565,
Trailer_ratios,-0.010122148200086367,0.012290491719369334,-0.8235755274245259,0.4101826733209496,
Traffic Sign Frame_ratios,0.0007923099513758698,0.013180451241309078,0.06011250577618144,0.9520661452323825,
Other Vehicle_ratios,-0.006311802369038032,0.020250941346119655,-0.3116794553477612,0.7552847673442904,
Fire Hydrant_ratios,0.0016200726145926255,0.02193745901053012,0.07384960189851432,0.9411302000712329,
Curb Cut_ratios,0.025696458932246913,0.031820306832771934,0.8075490619022557,0.41935206596709784,
Snow_ratios,-0.02858460817723609,0.02553576463591544,-1.119395036130327,0.26297423121471347,
Junction Box_ratios,0.001076816484523421,0.02024166004679626,0.05319803227768632,0.9575742255207502,
Traffic Light_ratios,0.07726898371177357,0.024563321840724597,3.145705789013682,0.0016573322884617097,**
Sand_ratios,0.01835802867168887,0.014834427763963922,1.2375286033132027,0.21589369414197487,
Bench_ratios,-0.00018055056549530423,0.01727156711844171,-0.010453629613176295,0.9916593822736842,
Parking_ratios,-0.008349452827730077,0.010938948852027555,-0.7632774355812525,0.44529968631551986,
Bus_ratios,0.021760739746605723,0.012975072159847017,1.6771189769523636,0.09352222176808227,.
Water_ratios,-0.0055564997373673645,0.019165017073533457,-0.28992928709887716,0.7718709132116501,
Ground Animal_ratios,-0.006087855534004592,0.0075881881218089085,-0.8022805228705031,0.42239253844150726,
Lane Marking - Crosswalk_ratios,0.03862020973117608,0.02070358829913577,1.8653872542852006,0.06212995432512016,.
Service Lane_ratios,-0.00735817688849717,0.020920590009174102,-0.3517193771911051,0.7250494391759501,
Pothole_ratios,-0.005459996954092437,0.008002555864831834,-0.6822816418048427,0.4950623976181784,
Motorcyclist_ratios,-0.03655634538200873,0.025511498280630374,-1.432936042402659,0.1518791197794675,
Banner_ratios,-0.0062563514225514,0.005741864620904756,-1.0896027398092114,0.275890698646492,
On Rails_ratios,-0.0021443194192657914,0.008143808955064884,-0.2633066948276302,0.7923147212649991,
Car Mount_ratios,-0.006440666287343691,0.010455440840811016,-0.6160109731771096,0.5378886248171695,
Tunnel_ratios,-0.5425181599571254,0.2521105091702137,-2.1519061690159114,0.03140703826795733,*
Pedestrian Area_ratios,-0.05612335400642041,0.07859489381315722,-0.7140839726794701,0.4751768574261982,
