variable,coefficient,std_err,t_value,p_value,significance
constant,1.726049858596923e-16,0.08116871306946126,2.1264965198103263e-15,0.9999999999999983,
Parking_counts_std,-0.5764445646500456,0.10588757867581124,-5.443929985545392,9.814195303007729e-07,***
Catch Basin_counts_mean,0.4927351683703364,0.09645714014675155,5.108332754015728,3.44425189985787e-06,***
Bike Rack_counts_mean,0.3438496294043506,0.08296626530587191,4.144451098728856,0.00010678348254839803,***
Truck_ratios_std,-0.2753547204562651,0.09101240787913405,-3.025463526049554,0.0036311009460948734,**
Motorcycle_ratios_std,-0.17372301688015596,0.09912060192044843,-1.7526428765997755,0.08468802093888331,.
