cell_id,bldg_uid,m1_damage_class,m1_damage_label,m1_prob_no_damage,m1_prob_minor,m1_prob_major,m1_prob_destroyed,m1b_damage_class,m1b_damage_label,m2_majority_class,m2b_damage_class,m2b_damage_label,m3_quality_filtered_class,n_dates_total,n_dates_used,n_dates_rejected,n_dates_valid_coverage,label_entropy,is_unstable,sam3_confidence,stage2a_type,stage2a_population,polygon_wkt_utm,centroid_utm_x,centroid_utm_y,centroid_lon,centroid_lat,crop_x0,crop_y0
cell_00169,2ff30fa3-e550-4e17-b504-47df392296fb,0,no_damage,0.8079,0.1155,0.0238,0.0529,0,no_damage,0,0,no_damage,0,6,6,0,6,-0.0,False,0.793,,,"POLYGON ((356085.226 3771580.468, 356088.098 3771580.468, 356088.098 3771579.095, 356092.981 3771579.095, 356092.981 3771596.918, 356085.226 3771596.918, 356085.226 3771580.468))",356088.77,3771585.49,-118.5596632,34.0751445,820,0
cell_00169,306aac82-67b8-42c5-ae1f-f2032255f98c,0,no_damage,0.5901,0.2806,0.0842,0.0451,0,no_damage,0,0,no_damage,0,6,6,0,6,0.4591,True,0.8064,,,"POLYGON ((356036.875 3771322.959, 356047.990 3771318.684, 356053.804 3771333.800, 356042.686 3771338.075, 356036.875 3771322.959))",356045.34,3771328.38,-118.5600912,34.0728205,676,762
cell_00169,312c1f24-56cf-40fe-bcc7-a6bbd1977415,0,no_damage,0.4964,0.3254,0.1123,0.0659,0,no_damage,0,1,minor,0,6,6,0,6,0.5,True,0.8559,,,"POLYGON ((355975.233 3771417.812, 355986.678 3771408.000, 355988.619 3771410.261, 355995.815 3771404.094, 356001.281 3771410.472, 355985.765 3771423.772, 355982.652 3771420.143, 355979.527 3771422.823, 355975.233 3771417.812))",355986.95,3771414.67,-118.5607381,34.0735904,489,480
cell_00169,31e2841c-f14e-4831-8c44-76f9f3fb0374,0,no_damage,0.6225,0.2935,0.0399,0.0441,0,no_damage,0,0,no_damage,0,6,6,0,6,0.325,True,0.8728,,,"POLYGON ((355849.517 3771423.436, 355853.158 3771425.545, 355855.044 3771422.286, 355864.196 3771427.584, 355854.397 3771444.510, 355848.943 3771441.351, 355844.728 3771448.630, 355837.392 3771444.381, 355849.517 3771423.436))",355850.92,3771434.72,-118.5622151,34.0737524,39,413
cell_00169,326f44e0-0008-4da0-9f07-fd3c88023057,0,no_damage,0.6221,0.2936,0.0337,0.0506,0,no_damage,0,0,no_damage,0,6,6,0,6,-0.0,False,0.8086,,,"POLYGON ((356362.599 3771498.394, 356363.838 3771513.238, 356345.912 3771514.730, 356344.675 3771499.889, 356362.599 3771498.394))",356354.26,3771506.56,-118.5567738,34.0744694,1688,178
cell_00169,3284af83-ec80-47d4-9337-8ba45fb92a46,0,no_damage,0.6775,0.2122,0.0668,0.0436,0,no_damage,0,0,no_damage,0,6,6,0,6,-0.0,False,0.7467,,,"POLYGON ((355978.840 3771463.276, 355978.840 3771462.665, 355979.145 3771462.665, 355979.145 3771461.750, 355979.451 3771461.750, 355979.451 3771461.445, 355979.756 3771461.445, 355979.756 3771460.834, 355980.061 3771460.834, 355980.061 3771460.529, 355980.366 3771460.529, 355980.366 3771460.224, 355980.671 3771460.224, 355980.671 3771459.919, 355981.282 3771459.919, 355981.282 3771459.613, 355981.892 3771459.613, 355981.892 3771459.308, 355982.197 3771459.308, 355982.197 3771459.003, 355982.808 3771459.003, 355982.808 3771461.445, 355982.503 3771461.445, 355982.503 3771461.750, 355981.587 3771461.750, 355981.587 3771462.970, 355981.282 3771462.970, 355981.282 3771463.276, 355978.840 3771463.276))",355980.85,3771461.05,-118.5608118,34.0740077,465,326
cell_00169,32ebdb78-113a-43b4-ac4f-3c1cb767b740,0,no_damage,0.5452,0.2993,0.1094,0.0461,0,no_damage,0,0,no_damage,0,6,6,0,6,0.4591,True,0.7664,,,"POLYGON ((356273.957 3771155.951, 356273.957 3771155.646, 356273.347 3771155.646, 356273.347 3771155.341, 356272.737 3771155.341, 356272.737 3771155.036, 356272.431 3771155.036, 356272.431 3771154.730, 356271.821 3771154.730, 356271.821 3771154.425, 356271.516 3771154.425, 356271.516 3771154.120, 356270.600 3771154.120, 356270.600 3771153.815, 356269.379 3771153.815, 356269.379 3771153.510, 356268.769 3771153.510, 356268.769 3771153.204, 356267.243 3771153.204, 356267.243 3771152.899, 356266.328 3771152.899, 356266.328 3771152.594, 356266.022 3771152.594, 356266.022 3771151.679, 356265.717 3771151.679, 356265.717 3771151.068, 356266.022 3771151.068, 356266.022 3771150.153, 356266.328 3771150.153, 356266.328 3771148.627, 356266.022 3771148.627, 356266.022 3771147.711, 356265.717 3771147.711, 356265.717 3771147.406, 356265.412 3771147.406, 356265.412 3771147.101, 356265.107 3771147.101, 356265.107 3771146.490, 356264.802 3771146.490, 356264.802 3771146.185, 356264.496 3771146.185, 356264.496 3771145.880, 356264.191 3771145.880, 356264.191 3771145.270, 356263.886 3771145.270, 356263.886 3771144.049, 356263.581 3771144.049, 356263.581 3771142.828, 356263.276 3771142.828, 356263.276 3771140.997, 356262.970 3771140.997, 356262.970 3771140.081, 356262.665 3771140.081, 356262.665 3771138.555, 356262.360 3771138.555, 356262.360 3771137.640, 356262.055 3771137.640, 356262.055 3771134.893, 356262.360 3771134.893, 356262.360 3771134.588, 356262.665 3771134.588, 356262.665 3771134.283, 356263.276 3771134.283, 356263.276 3771133.978, 356264.191 3771133.978, 356264.191 3771133.672, 356265.107 3771133.672, 356265.107 3771133.367, 356266.938 3771133.367, 356266.938 3771133.062, 356268.464 3771133.062, 356268.464 3771132.757, 356271.821 3771132.757, 356271.821 3771133.062, 356274.262 3771133.062, 356274.262 3771133.367, 356275.178 3771133.367, 356275.178 3771134.588, 356275.483 3771134.588, 356275.483 3771135.198, 356275.788 3771135.198, 356275.788 3771137.030, 356276.094 3771137.030, 356276.094 3771137.640, 356276.399 3771137.640, 356276.399 3771137.945, 356277.009 3771137.945, 356277.009 3771138.250, 356277.314 3771138.250, 356277.314 3771138.555, 356277.620 3771138.555, 356277.620 3771138.861, 356277.925 3771138.861, 356277.925 3771139.166, 356278.230 3771139.166, 356278.230 3771139.471, 356278.535 3771139.471, 356278.535 3771140.081, 356278.840 3771140.081, 356278.840 3771140.997, 356279.145 3771140.997, 356279.145 3771145.880, 356279.451 3771145.880, 356279.451 3771146.796, 356279.756 3771146.796, 356279.756 3771147.711, 356280.061 3771147.711, 356280.061 3771150.153, 356280.366 3771150.153, 356280.366 3771151.679, 356280.671 3771151.679, 356280.671 3771152.899, 356280.977 3771152.899, 356280.977 3771154.425, 356280.671 3771154.425, 356280.671 3771155.036, 356280.366 3771155.036, 356280.366 3771155.341, 356279.756 3771155.341, 356279.756 3771155.646, 356279.451 3771155.646, 356279.451 3771155.951, 356277.009 3771155.951, 356277.009 3771155.646, 356275.788 3771155.646, 356275.788 3771155.951, 356273.957 3771155.951))",356271.36,3771145.16,-118.5576123,34.0711997,1418,1366
cell_00169,354ba2c4-d309-41fc-a91a-3a867040b623,0,no_damage,0.5045,0.3075,0.1514,0.0367,0,no_damage,0,0,no_damage,0,6,6,0,6,0.4591,True,0.5793,,,"POLYGON ((356334.424 3771408.195, 356330.738 3771410.167, 356330.689 3771406.688, 356334.262 3771406.639, 356334.217 3771403.169, 356336.539 3771403.138, 356336.503 3771400.480, 356346.580 3771400.343, 356346.803 3771416.719, 356334.540 3771416.884, 356334.424 3771408.195))",356336.53,3771407.24,-118.5569495,34.0735715,1642,499
cell_00169,359af4d8-ceb8-456a-b9c7-1d95ba8bc1c9,0,no_damage,0.7232,0.181,0.0365,0.0593,0,no_damage,0,0,no_damage,0,6,6,0,6,-0.0,False,0.7147,,,"POLYGON ((356070.043 3771583.245, 356073.449 3771583.245, 356073.449 3771600.000, 356070.043 3771600.000, 356070.043 3771583.245))",356071.75,3771591.62,-118.5598486,34.0751974,762,0
cell_00169,35f1071b-b3df-47bd-b91d-bf6ab4dac1e4,1,minor,0.3213,0.4891,0.1386,0.051,1,minor,1,1,minor,1,6,6,0,6,-0.0,False,0.5631,,,"POLYGON ((356347.279 3771368.213, 356350.679 3771368.658, 356351.216 3771364.569, 356357.338 3771365.374, 356357.551 3771363.748, 356369.084 3771365.264, 356367.681 3771375.940, 356346.626 3771373.169, 356347.279 3771368.213))",356355.93,3771368.12,-118.5567328,34.0732214,1703,626
cell_00169,37a04cf3-2c03-4d1b-b323-cc65400d69d0,0,no_damage,0.6393,0.2533,0.0618,0.0456,0,no_damage,0,0,no_damage,0,6,6,0,6,0.325,True,0.7249,,,"POLYGON ((356023.108 3771264.943, 356043.009 3771254.991, 356043.998 3771256.968, 356046.839 3771255.546, 356049.961 3771261.787, 356040.217 3771266.658, 356041.642 3771269.509, 356028.641 3771276.009, 356023.108 3771264.943))",356039.68,3771263.3,-118.5601418,34.072233,645,970
cell_00169,37c9544d-eade-4623-9679-0f357056e355,0,no_damage,0.516,0.3643,0.0619,0.0578,0,no_damage,0,0,no_damage,0,6,6,0,6,0.4591,True,0.8036,,,"POLYGON ((355882.642 3771478.791, 355894.621 3771488.524, 355885.044 3771500.313, 355873.065 3771490.578, 355882.642 3771478.791))",355883.84,3771489.55,-118.5618675,34.0742513,147,234
cell_00169,38c272ca-35c1-409b-bf70-818aa426d6d2,0,no_damage,0.6988,0.2032,0.0533,0.0447,0,no_damage,0,0,no_damage,0,6,6,0,6,0.325,True,0.7632,,,"POLYGON ((355899.186 3771215.768, 355899.186 3771215.463, 355898.576 3771215.463, 355898.576 3771215.158, 355897.660 3771215.158, 355897.660 3771214.852, 355897.050 3771214.852, 355897.050 3771214.547, 355896.745 3771214.547, 355896.745 3771214.242, 355896.439 3771214.242, 355896.439 3771213.937, 355896.134 3771213.937, 355896.134 3771213.632, 355895.829 3771213.632, 355895.829 3771213.327, 355895.524 3771213.327, 355895.524 3771213.021, 355895.219 3771213.021, 355895.219 3771212.716, 355894.608 3771212.716, 355894.608 3771212.411, 355894.303 3771212.411, 355894.303 3771212.106, 355893.693 3771212.106, 355893.693 3771211.801, 355893.388 3771211.801, 355893.388 3771211.495, 355892.472 3771211.495, 355892.472 3771211.190, 355890.336 3771211.190, 355890.336 3771210.885, 355889.420 3771210.885, 355889.420 3771210.580, 355889.115 3771210.580, 355889.115 3771209.054, 355889.420 3771209.054, 355889.420 3771208.138, 355889.725 3771208.138, 355889.725 3771207.528, 355890.031 3771207.528, 355890.031 3771207.223, 355890.336 3771207.223, 355890.336 3771206.918, 355890.641 3771206.918, 355890.641 3771206.612, 355890.946 3771206.612, 355890.946 3771206.307, 355891.251 3771206.307, 355891.251 3771206.002, 355891.862 3771206.002, 355891.862 3771205.697, 355892.777 3771205.697, 355892.777 3771205.392, 355893.998 3771205.392, 355893.998 3771205.086, 355894.303 3771205.086, 355894.303 3771204.781, 355894.608 3771204.781, 355894.608 3771204.476, 355894.914 3771204.476, 355894.914 3771204.171, 355895.219 3771204.171, 355895.219 3771203.866, 355895.524 3771203.866, 355895.524 3771203.561, 355895.829 3771203.561, 355895.829 3771203.255, 355896.134 3771203.255, 355896.134 3771202.645, 355896.439 3771202.645, 355896.439 3771202.340, 355896.745 3771202.340, 355896.745 3771202.035, 355897.050 3771202.035, 355897.050 3771201.729, 355898.271 3771201.729, 355898.271 3771202.035, 355899.186 3771202.035, 355899.186 3771201.729, 355899.797 3771201.729, 355899.797 3771201.424, 355900.407 3771201.424, 355900.407 3771201.119, 355901.933 3771201.119, 355901.933 3771201.424, 355902.543 3771201.424, 355902.543 3771201.729, 355903.154 3771201.729, 355903.154 3771202.035, 355903.459 3771202.035, 355903.459 3771202.340, 355903.764 3771202.340, 355903.764 3771202.645, 355904.069 3771202.645, 355904.069 3771203.255, 355904.374 3771203.255, 355904.374 3771205.392, 355904.069 3771205.392, 355904.069 3771206.612, 355903.764 3771206.612, 355903.764 3771207.833, 355903.459 3771207.833, 355903.459 3771208.749, 355903.154 3771208.749, 355903.154 3771209.664, 355902.848 3771209.664, 355902.848 3771211.495, 355902.543 3771211.495, 355902.543 3771213.021, 355902.238 3771213.021, 355902.238 3771214.242, 355901.933 3771214.242, 355901.933 3771214.852, 355901.628 3771214.852, 355901.628 3771215.463, 355901.322 3771215.463, 355901.322 3771215.768, 355899.186 3771215.768))",355896.97,3771207.98,-118.5616786,34.0717147,193,1156
cell_00169,395b2eba-196d-4a53-a4d7-5d2d5ae71d20,0,no_damage,0.5152,0.2587,0.1329,0.0932,0,no_damage,0,0,no_damage,0,6,6,0,6,0.325,True,0.7136,,,"POLYGON ((356213.683 3771187.013, 356223.143 3771187.013, 356223.143 3771189.827, 356213.683 3771189.827, 356213.683 3771187.013))",356218.41,3771188.42,-118.558193,34.0715825,1243,1221
cell_00169,39f6ea3d-f052-4619-95b1-f5e4fd65f355,1,minor,0.3625,0.4874,0.0854,0.0647,1,minor,1,1,minor,1,6,6,0,6,0.4591,True,0.5384,,,"POLYGON ((356346.592 3771372.635, 356346.592 3771372.330, 356346.287 3771372.330, 356346.287 3771369.278, 356346.592 3771369.278, 356346.592 3771368.667, 356346.897 3771368.667, 356346.897 3771368.362, 356347.202 3771368.362, 356347.202 3771368.057, 356347.508 3771368.057, 356347.508 3771367.752, 356347.813 3771367.752, 356347.813 3771367.447, 356348.423 3771367.447, 356348.423 3771367.141, 356349.339 3771367.141, 356349.339 3771366.836, 356349.644 3771366.836, 356349.644 3771366.531, 356350.254 3771366.531, 356350.254 3771366.226, 356350.560 3771366.226, 356350.560 3771365.921, 356350.865 3771365.921, 356350.865 3771365.615, 356351.170 3771365.615, 356351.170 3771365.310, 356351.475 3771365.310, 356351.475 3771365.005, 356351.780 3771365.005, 356351.780 3771364.395, 356352.085 3771364.395, 356352.085 3771362.869, 356352.391 3771362.869, 356352.391 3771362.258, 356352.696 3771362.258, 356352.696 3771359.207, 356353.001 3771359.207, 356353.001 3771359.512, 356353.306 3771359.512, 356353.306 3771360.732, 356353.001 3771360.732, 356353.001 3771361.038, 356353.306 3771361.038, 356353.306 3771362.564, 356353.611 3771362.564, 356353.611 3771362.869, 356353.917 3771362.869, 356353.917 3771363.479, 356354.222 3771363.479, 356354.222 3771363.784, 356355.137 3771363.784, 356355.137 3771364.090, 356356.053 3771364.090, 356356.053 3771364.395, 356356.358 3771364.395, 356356.358 3771364.700, 356356.663 3771364.700, 356356.663 3771364.395, 356357.274 3771364.395, 356357.274 3771364.090, 356357.579 3771364.090, 356357.579 3771363.479, 356357.884 3771363.479, 356357.884 3771362.869, 356358.189 3771362.869, 356358.189 3771362.258, 356360.326 3771362.258, 356360.326 3771362.564, 356360.936 3771362.564, 356360.936 3771362.869, 356364.293 3771362.869, 356364.293 3771363.174, 356364.598 3771363.174, 356364.598 3771362.869, 356365.514 3771362.869, 356365.514 3771362.564, 356365.819 3771362.564, 356365.819 3771362.258, 356366.124 3771362.258, 356366.124 3771364.090, 356365.819 3771364.090, 356365.819 3771364.395, 356365.514 3771364.395, 356365.514 3771364.700, 356365.209 3771364.700, 356365.209 3771365.005, 356364.293 3771365.005, 356364.293 3771364.700, 356363.683 3771364.700, 356363.683 3771364.395, 356362.462 3771364.395, 356362.462 3771364.700, 356361.546 3771364.700, 356361.546 3771364.395, 356360.326 3771364.395, 356360.326 3771364.090, 356357.884 3771364.090, 356357.884 3771364.395, 356357.579 3771364.395, 356357.579 3771364.700, 356357.274 3771364.700, 356357.274 3771365.005, 356356.968 3771365.005, 356356.968 3771365.310, 356356.053 3771365.310, 356356.053 3771365.005, 356354.832 3771365.005, 356354.832 3771364.700, 356352.085 3771364.700, 356352.085 3771365.310, 356351.780 3771365.310, 356351.780 3771365.615, 356351.475 3771365.615, 356351.475 3771365.921, 356351.170 3771365.921, 356351.170 3771366.226, 356350.865 3771366.226, 356350.865 3771366.531, 356350.560 3771366.531, 356350.560 3771366.836, 356350.254 3771366.836, 356350.254 3771367.141, 356349.949 3771367.141, 356349.949 3771367.447, 356349.339 3771367.447, 356349.339 3771367.752, 356349.034 3771367.752, 356349.034 3771368.057, 356348.118 3771368.057, 356348.118 3771368.362, 356347.813 3771368.362, 356347.813 3771368.667, 356347.508 3771368.667, 356347.508 3771368.973, 356347.202 3771368.973, 356347.202 3771369.278, 356346.897 3771369.278, 356346.897 3771372.635, 356346.592 3771372.635))",356354.43,3771365.2,-118.5567486,34.0731949,1696,644
cell_00169,3a56fbac-a1e3-492c-b5b0-08b6d8fa5731,0,no_damage,0.6899,0.2205,0.0463,0.0433,0,no_damage,0,0,no_damage,0,6,6,0,6,-0.0,False,0.7442,,,"POLYGON ((355831.273 3771459.806, 355838.377 3771463.083, 355834.865 3771470.692, 355838.307 3771472.282, 355834.111 3771481.376, 355833.446 3771481.071, 355831.801 3771484.630, 355821.922 3771480.070, 355831.273 3771459.806))",355833.01,3771474.13,-118.5624156,34.0741052,0,288
cell_00169,3bb023fd-37d7-474b-aeb8-1c8b87422792,0,no_damage,0.6181,0.2946,0.0403,0.047,0,no_damage,0,0,no_damage,0,6,6,0,6,0.4591,True,0.7239,,,"POLYGON ((356032.157 3771243.778, 356033.539 3771246.922, 356038.849 3771244.584, 356043.058 3771254.155, 356022.439 3771263.228, 356016.845 3771250.517, 356032.157 3771243.778))",356031.15,3771250.53,-118.5602321,34.0721167,624,1009
cell_00169,3ccb7cf2-db20-4c34-ae61-368a94796ea2,0,no_damage,0.5017,0.3754,0.0715,0.0514,0,no_damage,0,1,minor,0,6,6,0,6,0.5,True,0.7383,,,"POLYGON ((356177.408 3771155.451, 356191.660 3771141.198, 356195.475 3771145.013, 356192.719 3771147.769, 356195.039 3771150.089, 356183.542 3771161.585, 356177.408 3771155.451))",356189.31,3771150.18,-118.558502,34.0712338,1140,1341
cell_00169,3fc00769-01db-4b5c-926b-9fbf9ed4203c,0,no_damage,0.6033,0.3175,0.0325,0.0466,0,no_damage,0,0,no_damage,0,6,6,0,6,0.325,True,0.6409,,,"POLYGON ((355800.305 3771576.195, 355800.305 3771575.890, 355800.000 3771575.890, 355800.000 3771526.755, 355800.305 3771526.755, 355800.305 3771527.060, 355800.610 3771527.060, 355800.610 3771527.365, 355801.221 3771527.365, 355801.221 3771527.670, 355801.831 3771527.670, 355801.831 3771527.976, 355802.136 3771527.976, 355802.136 3771528.281, 355802.747 3771528.281, 355802.747 3771528.586, 355803.357 3771528.586, 355803.357 3771528.891, 355803.967 3771528.891, 355803.967 3771529.196, 355804.578 3771529.196, 355804.578 3771529.502, 355805.188 3771529.502, 355805.188 3771529.807, 355806.104 3771529.807, 355806.104 3771530.112, 355807.019 3771530.112, 355807.019 3771530.417, 355807.935 3771530.417, 355807.935 3771530.722, 355808.545 3771530.722, 355808.545 3771531.027, 355809.156 3771531.027, 355809.156 3771531.333, 355809.461 3771531.333, 355809.461 3771531.638, 355809.766 3771531.638, 355809.766 3771531.943, 355810.071 3771531.943, 355810.071 3771532.248, 355810.682 3771532.248, 355810.682 3771532.553, 355811.292 3771532.553, 355811.292 3771532.859, 355811.597 3771532.859, 355811.597 3771533.164, 355812.208 3771533.164, 355812.208 3771533.469, 355812.513 3771533.469, 355812.513 3771533.774, 355812.818 3771533.774, 355812.818 3771534.385, 355813.123 3771534.385, 355813.123 3771534.690, 355813.428 3771534.690, 355813.428 3771534.995, 355813.733 3771534.995, 355813.733 3771535.300, 355814.039 3771535.300, 355814.039 3771535.605, 355814.344 3771535.605, 355814.344 3771535.910, 355814.649 3771535.910, 355814.649 3771536.521, 355815.259 3771536.521, 355815.259 3771536.826, 355815.565 3771536.826, 355815.565 3771537.131, 355816.175 3771537.131, 355816.175 3771537.742, 355816.480 3771537.742, 355816.480 3771538.657, 355816.175 3771538.657, 355816.175 3771539.268, 355815.870 3771539.268, 355815.870 3771539.878, 355815.565 3771539.878, 355815.565 3771541.099, 355815.259 3771541.099, 355815.259 3771541.404, 355815.565 3771541.404, 355815.565 3771541.709, 355815.259 3771541.709, 355815.259 3771542.930, 355815.565 3771542.930, 355815.565 3771543.845, 355815.870 3771543.845, 355815.870 3771544.151, 355816.175 3771544.151, 355816.175 3771544.761, 355816.480 3771544.761, 355816.480 3771545.066, 355816.785 3771545.066, 355816.785 3771545.371, 355817.091 3771545.371, 355817.091 3771545.677, 355817.701 3771545.677, 355817.701 3771545.982, 355818.006 3771545.982, 355818.006 3771546.287, 355818.616 3771546.287, 355818.616 3771546.592, 355818.922 3771546.592, 355818.922 3771546.897, 355819.532 3771546.897, 355819.532 3771547.202, 355819.837 3771547.202, 355819.837 3771547.508, 355820.448 3771547.508, 355820.448 3771547.813, 355820.753 3771547.813, 355820.753 3771548.118, 355821.058 3771548.118, 355821.058 3771548.423, 355821.363 3771548.423, 355821.363 3771550.560, 355821.058 3771550.560, 355821.058 3771551.170, 355820.753 3771551.170, 355820.753 3771551.780, 355820.448 3771551.780, 355820.448 3771552.696, 355820.142 3771552.696, 355820.142 3771553.306, 355819.837 3771553.306, 355819.837 3771553.917, 355819.532 3771553.917, 355819.532 3771554.832, 355819.227 3771554.832, 355819.227 3771555.137, 355818.922 3771555.137, 355818.922 3771556.053, 355818.616 3771556.053, 355818.616 3771556.358, 355818.311 3771556.358, 355818.311 3771556.663, 355816.480 3771556.663, 355816.480 3771556.358, 355815.870 3771556.358, 355815.870 3771556.053, 355814.954 3771556.053, 355814.954 3771555.748, 355814.649 3771555.748, 355814.649 3771555.443, 355814.039 3771555.443, 355814.039 3771555.137, 355813.428 3771555.137, 355813.428 3771554.832, 355812.818 3771554.832, 355812.818 3771554.527, 355812.208 3771554.527, 355812.208 3771554.222, 355811.902 3771554.222, 355811.902 3771553.917, 355811.597 3771553.917, 355811.597 3771553.611, 355811.292 3771553.611, 355811.292 3771553.306, 355810.682 3771553.306, 355810.682 3771553.001, 355810.376 3771553.001, 355810.376 3771553.306, 355810.071 3771553.306, 355810.071 3771553.917, 355809.766 3771553.917, 355809.766 3771555.137, 355809.461 3771555.137, 355809.461 3771555.443, 355809.766 3771555.443, 355809.766 3771555.748, 355810.376 3771555.748, 355810.376 3771556.053, 355810.682 3771556.053, 355810.682 3771556.358, 355810.987 3771556.358, 355810.987 3771557.579, 355810.682 3771557.579, 355810.682 3771557.884, 355810.376 3771557.884, 355810.376 3771558.189, 355810.071 3771558.189, 355810.071 3771558.494, 355809.766 3771558.494, 355809.766 3771559.105, 355809.461 3771559.105, 355809.461 3771559.410, 355809.156 3771559.410, 355809.156 3771560.020, 355808.850 3771560.020, 355808.850 3771560.326, 355808.545 3771560.326, 355808.545 3771560.936, 355808.240 3771560.936, 355808.240 3771561.241, 355807.935 3771561.241, 355807.935 3771561.546, 355807.630 3771561.546, 355807.630 3771562.157, 355807.325 3771562.157, 355807.325 3771562.462, 355807.019 3771562.462, 355807.019 3771562.767, 355806.714 3771562.767, 355806.714 3771563.377, 355806.409 3771563.377, 355806.409 3771563.988, 355806.104 3771563.988, 355806.104 3771564.293, 355805.799 3771564.293, 355805.799 3771566.734, 355805.493 3771566.734, 355805.493 3771567.345, 355805.188 3771567.345, 355805.188 3771568.260, 355804.883 3771568.260, 355804.883 3771569.176, 355804.578 3771569.176, 355804.578 3771570.092, 355804.273 3771570.092, 355804.273 3771570.702, 355803.967 3771570.702, 355803.967 3771571.312, 355803.662 3771571.312, 355803.662 3771572.228, 355803.357 3771572.228, 355803.357 3771572.838, 355803.052 3771572.838, 355803.052 3771573.143, 355802.747 3771573.143, 355802.747 3771573.754, 355802.442 3771573.754, 355802.442 3771574.669, 355802.136 3771574.669, 355802.136 3771575.280, 355801.831 3771575.280, 355801.831 3771575.585, 355801.526 3771575.585, 355801.526 3771575.890, 355801.221 3771575.890, 355801.221 3771576.195, 355800.305 3771576.195))",355811.07,3771549.68,-118.5626658,34.0747834,0,41
cell_00169,428f18dc-a40e-409b-bf64-db02996d57c0,1,minor,0.3954,0.4448,0.1195,0.0403,1,minor,1,1,minor,1,6,6,0,6,0.4591,True,0.6865,,,"POLYGON ((356125.025 3771010.987, 356125.025 3771010.682, 356124.720 3771010.682, 356124.720 3771010.071, 356124.415 3771010.071, 356124.415 3771009.766, 356124.110 3771009.766, 356124.110 3771009.461, 356123.805 3771009.461, 356123.805 3771008.545, 356123.499 3771008.545, 356123.499 3771008.240, 356122.889 3771008.240, 356122.889 3771007.935, 356122.584 3771007.935, 356122.584 3771007.630, 356122.279 3771007.630, 356122.279 3771007.019, 356121.974 3771007.019, 356121.974 3771006.714, 356121.668 3771006.714, 356121.668 3771006.409, 356121.363 3771006.409, 356121.363 3771006.104, 356121.058 3771006.104, 356121.058 3771005.493, 356120.753 3771005.493, 356120.753 3771005.188, 356120.448 3771005.188, 356120.448 3771004.883, 356120.142 3771004.883, 356120.142 3771004.273, 356119.837 3771004.273, 356119.837 3771003.967, 356119.532 3771003.967, 356119.532 3771003.662, 356119.227 3771003.662, 356119.227 3771003.357, 356118.922 3771003.357, 356118.922 3771003.052, 356118.616 3771003.052, 356118.616 3771002.747, 356118.311 3771002.747, 356118.311 3771002.136, 356118.006 3771002.136, 356118.006 3771001.831, 356117.701 3771001.831, 356117.701 3771001.526, 356117.091 3771001.526, 356117.091 3771001.221, 356115.870 3771001.221, 356115.870 3771000.916, 356115.259 3771000.916, 356115.259 3771000.610, 356114.954 3771000.610, 356114.954 3771000.305, 356116.175 3771000.305, 356116.175 3771000.000, 356128.993 3771000.000, 356128.993 3771000.305, 356129.603 3771000.305, 356129.603 3771000.610, 356129.908 3771000.610, 356129.908 3771000.916, 356130.214 3771000.916, 356130.214 3771001.221, 356130.519 3771001.221, 356130.519 3771001.526, 356130.824 3771001.526, 356130.824 3771002.136, 356131.129 3771002.136, 356131.129 3771002.442, 356131.434 3771002.442, 356131.434 3771002.747, 356131.740 3771002.747, 356131.740 3771003.357, 356132.045 3771003.357, 356132.045 3771006.104, 356131.740 3771006.104, 356131.740 3771006.714, 356131.434 3771006.714, 356131.434 3771007.019, 356131.129 3771007.019, 356131.129 3771007.325, 356130.519 3771007.325, 356130.519 3771007.630, 356130.214 3771007.630, 356130.214 3771007.935, 356129.908 3771007.935, 356129.908 3771008.240, 356129.298 3771008.240, 356129.298 3771008.545, 356128.993 3771008.545, 356128.993 3771008.850, 356128.688 3771008.850, 356128.688 3771009.156, 356128.383 3771009.156, 356128.383 3771009.461, 356128.077 3771009.461, 356128.077 3771009.766, 356127.772 3771009.766, 356127.772 3771010.071, 356127.467 3771010.071, 356127.467 3771010.376, 356127.162 3771010.376, 356127.162 3771010.682, 356126.551 3771010.682, 356126.551 3771010.987, 356125.025 3771010.987))",356124.7,3771005.52,-118.559178,34.0699206,938,1710
